name,type,hp,attack,defense,speed,image_url
corvisquire,flying,68,67,55,77,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/822.png
corviknight,"flying, steel",98,87,105,67,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/823.png
blipbug,bug,25,20,20,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/824.png
dottler,"bug, psychic",50,35,80,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/825.png
orbeetle,"bug, psychic",60,45,110,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/826.png
nickit,dark,40,28,28,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/827.png
thievul,dark,70,58,58,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/828.png
gossifleur,grass,40,40,60,10,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/829.png
eldegoss,grass,60,50,90,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/830.png
wooloo,normal,42,40,55,48,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/831.png
dubwool,normal,72,80,100,88,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/832.png
chewtle,water,50,64,50,44,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/833.png
drednaw,"water, rock",90,115,90,74,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/834.png
yamper,electric,59,45,50,26,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/835.png
boltund,electric,69,90,60,121,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/836.png
rolycoly,rock,30,40,50,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/837.png
carkol,"rock, fire",80,60,90,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/838.png
coalossal,"rock, fire",110,80,120,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/839.png
applin,"grass, dragon",40,40,80,20,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/840.png
flapple,"grass, dragon",70,110,80,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/841.png
appletun,"grass, dragon",110,85,80,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/842.png
silicobra,ground,52,57,75,46,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/843.png
sandaconda,ground,72,107,125,71,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/844.png
cramorant,"flying, water",70,85,55,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/845.png
arrokuda,water,41,63,40,66,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/846.png
barraskewda,water,61,123,60,136,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/847.png
toxel,"electric, poison",40,38,35,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/848.png
toxtricity-amped,"electric, poison",75,98,70,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/849.png
sizzlipede,"fire, bug",50,65,45,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/850.png
centiskorch,"fire, bug",100,115,65,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/851.png
clobbopus,fighting,50,68,60,32,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/852.png
grapploct,fighting,80,118,90,42,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/853.png
sinistea,ghost,40,45,45,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/854.png
polteageist,ghost,60,65,65,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/855.png
hatenna,psychic,42,30,45,39,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/856.png
hattrem,psychic,57,40,65,49,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/857.png
hatterene,"psychic, fairy",57,90,95,29,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/858.png
impidimp,"dark, fairy",45,45,30,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/859.png
morgrem,"dark, fairy",65,60,45,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/860.png
grimmsnarl,"dark, fairy",95,120,65,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/861.png
obstagoon,"dark, normal",93,90,101,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/862.png
perrserker,steel,70,110,100,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/863.png
cursola,ghost,60,95,50,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/864.png
sirfetchd,fighting,62,135,95,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/865.png
mr-rime,"ice, psychic",80,85,75,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/866.png
runerigus,"ground, ghost",58,95,145,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/867.png
milcery,fairy,45,40,40,34,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/868.png
alcremie,fairy,65,60,75,64,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/869.png
falinks,fighting,65,100,100,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/870.png
pincurchin,electric,48,101,95,15,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/871.png
snom,"ice, bug",30,25,35,20,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/872.png
frosmoth,"ice, bug",70,65,60,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/873.png
stonjourner,rock,100,125,135,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/874.png
eiscue-ice,ice,75,80,110,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/875.png
indeedee-male,"psychic, normal",60,65,55,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/876.png
morpeko-full-belly,"electric, dark",58,95,58,97,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/877.png
cufant,steel,72,80,49,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/878.png
copperajah,steel,122,130,69,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/879.png
dracozolt,"electric, dragon",90,100,90,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/880.png
arctozolt,"electric, ice",90,100,90,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/881.png
dracovish,"water, dragon",90,90,100,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/882.png
arctovish,"water, ice",90,90,100,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/883.png
duraludon,"steel, dragon",70,95,115,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/884.png
dreepy,"dragon, ghost",28,60,30,82,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/885.png
drakloak,"dragon, ghost",68,80,50,102,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/886.png
dragapult,"dragon, ghost",88,120,75,142,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/887.png
zacian,fairy,92,120,115,138,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/888.png
zamazenta,fighting,92,120,115,138,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/889.png
eternatus,"poison, dragon",140,85,95,130,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/890.png
kubfu,fighting,60,90,60,72,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/891.png
urshifu-single-strike,"fighting, dark",100,130,100,97,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/892.png
zarude,"dark, grass",105,120,105,105,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/893.png
regieleki,electric,80,100,50,200,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/894.png
regidrago,dragon,200,100,50,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/895.png
glastrier,ice,100,145,130,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/896.png
spectrier,ghost,100,65,60,130,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/897.png
calyrex,"psychic, grass",100,80,80,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/898.png
wyrdeer,"normal, psychic",103,105,72,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/899.png
kleavor,"bug, rock",70,135,95,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/900.png
ursaluna,"ground, normal",130,140,105,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/901.png
basculegion-male,"water, ghost",120,112,65,78,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/902.png
sneasler,"fighting, poison",80,130,60,120,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/903.png
overqwil,"dark, poison",85,115,95,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/904.png
enamorus-incarnate,"fairy, flying",74,115,70,106,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/905.png
sprigatito,grass,40,61,54,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/906.png
floragato,grass,61,80,63,83,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/907.png
meowscarada,"grass, dark",76,110,70,123,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/908.png
fuecoco,fire,67,45,59,36,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/909.png
crocalor,fire,81,55,78,49,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/910.png
skeledirge,"fire, ghost",104,75,100,66,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/911.png
quaxly,water,55,65,45,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/912.png
quaxwell,water,70,85,65,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/913.png
quaquaval,"water, fighting",85,120,80,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/914.png
lechonk,normal,54,45,40,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/915.png
oinkologne-male,normal,110,100,75,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/916.png
tarountula,bug,35,41,45,20,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/917.png
spidops,bug,60,79,92,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/918.png
nymble,bug,33,46,40,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/919.png
lokix,"bug, dark",71,102,78,92,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/920.png
pawmi,electric,45,50,20,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/921.png
pawmo,"electric, fighting",60,75,40,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/922.png
pawmot,"electric, fighting",70,115,70,105,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/923.png
tandemaus,normal,50,50,45,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/924.png
maushold-family-of-four,normal,74,75,70,111,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/925.png
fidough,fairy,37,55,70,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/926.png
dachsbun,fairy,57,80,115,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/927.png
smoliv,"grass, normal",41,35,45,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/928.png
dolliv,"grass, normal",52,53,60,33,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/929.png
arboliva,"grass, normal",78,69,90,39,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/930.png
squawkabilly-green-plumage,"normal, flying",82,96,51,92,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/931.png
nacli,rock,55,55,75,25,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/932.png
naclstack,rock,60,60,100,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/933.png
garganacl,rock,100,100,130,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/934.png
charcadet,fire,40,50,40,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/935.png
armarouge,"fire, psychic",85,60,100,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/936.png
ceruledge,"fire, ghost",75,125,80,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/937.png
tadbulb,electric,61,31,41,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/938.png
bellibolt,electric,109,64,91,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/939.png
wattrel,"electric, flying",40,40,35,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/940.png
kilowattrel,"electric, flying",70,70,60,125,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/941.png
maschiff,dark,60,78,60,51,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/942.png
mabosstiff,dark,80,120,90,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/943.png
shroodle,"poison, normal",40,65,35,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/944.png
grafaiai,"poison, normal",63,95,65,110,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/945.png
bramblin,"grass, ghost",40,65,30,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/946.png
brambleghast,"grass, ghost",55,115,70,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/947.png
toedscool,"ground, grass",40,40,35,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/948.png
toedscruel,"ground, grass",80,70,65,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/949.png
klawf,rock,70,100,115,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/950.png
capsakid,grass,50,62,40,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/951.png
scovillain,"grass, fire",65,108,65,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/952.png
rellor,bug,41,50,60,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/953.png
rabsca,"bug, psychic",75,50,85,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/954.png
flittle,psychic,30,35,30,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/955.png
espathra,psychic,95,60,60,105,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/956.png
tinkatink,"fairy, steel",50,45,45,58,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/957.png
tinkatuff,"fairy, steel",65,55,55,78,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/958.png
tinkaton,"fairy, steel",85,75,77,94,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/959.png
wiglett,water,10,55,25,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/960.png
wugtrio,water,35,100,50,120,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/961.png
bombirdier,"flying, dark",70,103,85,82,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/962.png
finizen,water,70,45,40,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/963.png
palafin-zero,water,100,70,72,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/964.png
varoom,"steel, poison",45,70,63,47,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/965.png
revavroom,"steel, poison",80,119,90,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/966.png
cyclizar,"dragon, normal",70,95,65,121,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/967.png
orthworm,steel,70,85,145,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/968.png
glimmet,"rock, poison",48,35,42,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/969.png
glimmora,"rock, poison",83,55,90,86,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/970.png
greavard,ghost,50,61,60,34,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/971.png
houndstone,ghost,72,101,100,68,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/972.png
flamigo,"flying, fighting",82,115,74,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/973.png
cetoddle,ice,108,68,45,43,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/974.png
cetitan,ice,170,113,65,73,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/975.png
veluza,"water, psychic",90,102,73,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/976.png
dondozo,water,150,100,115,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/977.png
tatsugiri-curly,"dragon, water",68,50,60,82,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/978.png
annihilape,"fighting, ghost",110,115,80,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/979.png
clodsire,"poison, ground",130,75,60,20,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/980.png
farigiraf,"normal, psychic",120,90,70,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/981.png
dudunsparce-two-segment,normal,125,100,80,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/982.png
kingambit,"dark, steel",100,135,120,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/983.png
great-tusk,"ground, fighting",115,131,131,87,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/984.png
scream-tail,"fairy, psychic",115,65,99,111,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/985.png
brute-bonnet,"grass, dark",111,127,99,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/986.png
flutter-mane,"ghost, fairy",55,55,55,135,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/987.png
slither-wing,"bug, fighting",85,135,79,81,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/988.png
sandy-shocks,"electric, ground",85,81,97,101,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/989.png
iron-treads,"ground, steel",90,112,120,106,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/990.png
iron-bundle,"ice, water",56,80,114,136,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/991.png
iron-hands,"fighting, electric",154,140,108,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/992.png
iron-jugulis,"dark, flying",94,80,86,108,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/993.png
iron-moth,"fire, poison",80,70,60,110,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/994.png
iron-thorns,"rock, electric",100,134,110,72,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/995.png
frigibax,"dragon, ice",65,75,45,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/996.png
arctibax,"dragon, ice",90,95,66,62,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/997.png
baxcalibur,"dragon, ice",115,145,92,87,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/998.png
gimmighoul,ghost,45,30,70,10,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/999.png
gholdengo,"steel, ghost",87,60,95,84,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1000.png
wo-chien,"dark, grass",85,85,100,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1001.png
chien-pao,"dark, ice",80,120,80,135,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1002.png
ting-lu,"dark, ground",155,110,125,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1003.png
chi-yu,"dark, fire",55,80,80,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1004.png
roaring-moon,"dragon, dark",105,139,71,119,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1005.png
iron-valiant,"fairy, fighting",74,130,90,116,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1006.png
koraidon,"fighting, dragon",100,135,115,135,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1007.png
miraidon,"electric, dragon",100,85,100,135,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1008.png
walking-wake,"water, dragon",99,83,91,109,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1009.png
iron-leaves,"grass, psychic",90,130,88,104,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1010.png
dipplin,"grass, dragon",80,80,110,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1011.png
poltchageist,"grass, ghost",40,45,45,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1012.png
sinistcha,"grass, ghost",71,60,106,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1013.png
okidogi,"poison, fighting",88,128,115,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1014.png
munkidori,"poison, psychic",88,75,66,106,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1015.png
fezandipiti,"poison, fairy",88,91,82,99,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1016.png
ogerpon,grass,80,120,84,110,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1017.png
archaludon,"steel, dragon",90,105,130,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1018.png
hydrapple,"grass, dragon",106,80,110,44,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1019.png
gouging-fire,"fire, dragon",105,115,121,91,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1020.png
raging-bolt,"electric, dragon",125,73,91,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1021.png
iron-boulder,"rock, psychic",90,120,80,124,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1022.png
iron-crown,"steel, psychic",90,72,100,98,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1023.png
terapagos,normal,90,65,85,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1024.png
pecharunt,"poison, ghost",88,88,160,88,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/1025.png
deoxys-attack,psychic,50,180,20,150,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/10001.png
